season,week,home,away,spread,model_margin,edge,tier,model_side,final,ats,dog_won
2023,1,USC,San José State,-30.5,21.5,-9.0,YEL,San José State,56-28,W,
2023,1,UCF,Kent State,-35.5,16.4,-19.1,YEL,Kent State,56-6,L,
2023,1,Minnesota,Nebraska,-7.5,14.6,7.1,YEL,Minnesota,13-10,L,
2023,1,Utah,Florida,-5.5,14.1,8.6,YEL,Utah,24-11,W,
2023,1,Georgia Tech,Louisville,7.5,-14.2,-6.7,YEL,Louisville,34-39,L,
2023,1,Hawai'i,Stanford,3.0,-13.1,-10.1,YEL,Stanford,24-37,W,
2023,1,Oklahoma,Arkansas State,-36.0,24.5,-11.5,YEL,Arkansas State,73-0,L,
2023,1,Michigan,East Carolina,-36.0,24.3,-11.7,YEL,East Carolina,30-3,W,
2023,1,TCU,Colorado,-20.5,33.9,13.4,YEL,TCU,42-45,L,
2023,1,Western Kentucky,South Florida,-11.5,18.1,6.6,YEL,Western Kentucky,41-24,W,
2023,1,Wisconsin,Buffalo,-28.0,18.4,-9.6,YEL,Buffalo,38-17,W,
2023,1,North Texas,California,6.5,0.5,7.0,RED,North Texas,21-58,L,False
2023,1,Colorado State,Washington State,11.0,-18.3,-7.3,YEL,Washington State,24-50,W,
2023,1,Texas A&M,New Mexico,-38.0,28.8,-9.2,YEL,New Mexico,52-10,L,
2023,1,Illinois,Toledo,-9.5,15.7,6.2,YEL,Illinois,30-28,L,
2023,1,Virginia Tech,Old Dominion,-16.0,6.8,-9.2,YEL,Old Dominion,36-17,L,
2023,1,Tulane,South Alabama,-6.5,13.4,6.9,YEL,Tulane,37-17,W,
2023,2,Kansas,Illinois,-3.5,-4.0,-7.5,RED,Illinois,34-23,L,False
2023,2,Wake Forest,Vanderbilt,-10.0,16.9,6.9,YEL,Wake Forest,36-20,W,
2023,2,Colorado,Nebraska,-3.0,-13.9,-16.9,RED,Nebraska,36-14,L,False
2023,2,Virginia Tech,Purdue,-1.0,-8.0,-9.0,YEL,Purdue,17-24,W,
2023,2,Iowa State,Iowa,3.5,1.4,4.9,RED,Iowa State,13-20,L,False
2023,2,Tulane,Ole Miss,8.5,-0.3,8.2,YEL,Tulane,20-37,L,
2023,2,East Carolina,Marshall,2.5,4.7,7.2,YEL,East Carolina,13-31,L,
2023,2,Arkansas,Kent State,-38.5,16.4,-22.1,YEL,Kent State,28-6,W,
2023,2,Washington,Tulsa,-33.0,18.1,-14.9,YEL,Tulsa,43-10,P,
2023,2,North Carolina,App State,-19.5,8.3,-11.2,YEL,App State,40-34,W,
2023,2,Georgia Southern,UAB,-7.0,-3.7,-10.7,RED,UAB,49-35,L,False
2023,2,Oklahoma,SMU,-16.5,10.2,-6.3,YEL,SMU,28-11,L,
2023,2,Florida International,North Texas,11.0,-19.5,-8.5,YEL,North Texas,46-39,L,
2023,2,Rice,Houston,7.0,-15.6,-8.6,YEL,Houston,43-41,L,
2023,2,Missouri,Middle Tennessee,-21.0,11.6,-9.4,YEL,Middle Tennessee,23-19,W,
2023,2,Georgia State,UConn,-3.0,12.4,9.4,YEL,Georgia State,35-14,W,
2023,2,Arkansas State,Memphis,20.5,-13.7,6.8,YEL,Arkansas State,3-37,L,
2023,2,Mississippi State,Arizona,-8.5,17.7,9.2,YEL,Mississippi State,31-24,L,
2023,2,Florida State,Southern Miss,-31.0,24.1,-6.9,YEL,Southern Miss,66-13,L,
2023,2,USC,Stanford,-29.0,19.6,-9.4,YEL,Stanford,56-10,L,
2023,3,Air Force,Utah State,-8.5,17.7,9.2,YEL,Air Force,39-21,W,
2023,3,Missouri,Kansas State,2.0,-9.8,-7.8,YEL,Kansas State,30-27,L,
2023,3,Ohio,Iowa State,2.5,-9.7,-7.2,YEL,Iowa State,10-7,L,
2023,3,Eastern Michigan,Massachusetts,-8.0,17.0,9.0,YEL,Eastern Michigan,19-17,L,
2023,3,Notre Dame,Central Michigan,-35.0,26.2,-8.8,YEL,Central Michigan,41-17,W,
2023,3,Iowa,Western Michigan,-28.5,22.4,-6.1,YEL,Western Michigan,41-10,L,
2023,3,App State,East Carolina,-7.5,1.1,-6.4,YEL,East Carolina,43-28,L,
2023,3,Tulsa,Oklahoma,28.0,-11.6,16.4,YEL,Tulsa,17-66,L,
2023,3,North Carolina,Minnesota,-6.0,-2.7,-8.7,RED,Minnesota,31-13,L,False
2023,3,UConn,Florida International,-7.0,13.2,6.2,YEL,UConn,17-24,L,
2023,3,Ohio State,Western Kentucky,-29.5,23.2,-6.3,YEL,Western Kentucky,63-10,L,
2023,3,Texas A&M,UL Monroe,-36.5,23.4,-13.1,YEL,UL Monroe,47-3,L,
2023,3,Michigan State,Washington,15.0,-3.7,11.3,YEL,Michigan State,7-41,L,
2023,3,Cincinnati,Miami (OH),-14.0,20.7,6.7,YEL,Cincinnati,24-31,L,
2023,3,Louisiana Tech,North Texas,-4.5,-7.3,-11.8,RED,North Texas,37-40,W,True
2023,3,New Mexico,New Mexico State,-3.0,-1.7,-4.7,RED,New Mexico State,17-27,W,True
2023,3,Colorado,Colorado State,-17.0,2.5,-14.5,YEL,Colorado State,43-35,W,
2023,3,Nevada,Kansas,28.5,-17.3,11.2,YEL,Nevada,24-31,W,
2023,3,Arizona,UTEP,-18.5,11.9,-6.6,YEL,UTEP,31-10,L,
2023,4,TCU,SMU,-6.5,14.6,8.1,YEL,TCU,34-17,W,
2023,4,Northern Illinois,Tulsa,-4.0,-7.6,-11.6,RED,Tulsa,14-22,W,True
2023,4,Troy,Western Kentucky,-3.5,-0.7,-4.2,RED,Western Kentucky,27-24,W,False
2023,4,Michigan,Rutgers,-24.0,33.9,9.9,YEL,Michigan,31-7,P,
2023,4,Cincinnati,Oklahoma,14.0,-1.0,13.0,YEL,Cincinnati,6-20,P,
2023,4,Clemson,Florida State,2.0,4.6,6.6,YEL,Clemson,24-31,L,
2023,4,Toledo,Western Michigan,-21.5,11.6,-9.9,YEL,Western Michigan,49-31,W,
2023,4,Massachusetts,New Mexico,-3.5,-2.6,-6.1,RED,New Mexico,31-34,W,True
2023,4,Alabama,Ole Miss,-7.0,17.5,10.5,YEL,Alabama,24-10,W,
2023,4,Michigan State,Maryland,7.5,-0.1,7.4,YEL,Michigan State,9-31,L,
2023,4,Temple,Miami,23.5,-8.8,14.7,YEL,Temple,7-41,L,
2023,4,Oregon,Colorado,-21.0,33.8,12.8,YEL,Oregon,42-6,W,
2023,4,Utah,UCLA,-5.5,13.1,7.6,YEL,Utah,14-7,W,
2023,4,Louisville,Boston College,-14.0,20.7,6.7,YEL,Louisville,56-28,W,
2023,4,South Florida,Rice,2.5,6.1,8.6,YEL,South Florida,42-29,W,
2023,4,Florida International,Liberty,10.0,-19.0,-9.0,YEL,Liberty,6-38,W,
2023,4,Wake Forest,Georgia Tech,-4.0,13.6,9.6,YEL,Wake Forest,16-30,L,
2023,4,Wyoming,App State,-3.0,-7.3,-10.3,RED,App State,22-19,P,False
2023,4,Stanford,Arizona,12.5,0.6,13.1,RED,Stanford,20-21,W,False
2023,4,Texas State,Nevada,-17.0,6.1,-10.9,YEL,Nevada,35-24,W,
2023,4,Middle Tennessee,Colorado State,-3.0,13.0,10.0,YEL,Middle Tennessee,23-31,L,
2023,4,Missouri,Memphis,-6.5,-1.6,-8.1,RED,Memphis,34-27,L,False
2023,4,South Carolina,Mississippi State,-6.0,-6.3,-12.3,RED,Mississippi State,37-30,L,False
2023,4,Baylor,Texas,14.5,-7.8,6.7,YEL,Baylor,6-38,L,
2023,4,Georgia,UAB,-41.5,32.2,-9.3,YEL,UAB,49-21,W,
2023,4,Notre Dame,Ohio State,3.5,-10.7,-7.2,YEL,Ohio State,14-17,L,
2023,4,Pittsburgh,North Carolina,7.5,4.2,11.7,RED,Pittsburgh,24-41,L,False
2023,4,Utah State,James Madison,4.5,-11.4,-6.9,YEL,James Madison,38-45,W,
2023,4,Kansas State,UCF,-3.5,10.4,6.9,YEL,Kansas State,44-31,W,
2023,4,Fresno State,Kent State,-28.0,13.2,-14.8,YEL,Kent State,53-10,L,
2023,4,Arizona State,USC,34.5,-12.8,21.7,YEL,Arizona State,28-42,W,
2023,4,Hawai'i,New Mexico State,-3.0,-2.1,-5.1,RED,New Mexico State,20-17,P,False
2023,5,Western Kentucky,Middle Tennessee,-7.0,14.1,7.1,YEL,Western Kentucky,31-10,W,
2023,5,Tulsa,Temple,-3.0,10.2,7.2,YEL,Tulsa,48-26,W,
2023,5,Oregon State,Utah,-3.5,-4.5,-8.0,RED,Utah,21-7,L,False
2023,5,Colorado,USC,21.5,-27.7,-6.2,YEL,USC,41-48,L,
2023,5,Akron,Buffalo,-2.5,-7.1,-9.6,YEL,Buffalo,10-13,W,
2023,5,Tulane,UAB,-21.5,11.8,-9.7,YEL,UAB,35-23,W,
2023,5,Central Michigan,Eastern Michigan,-7.5,1.1,-6.4,YEL,Eastern Michigan,26-23,W,
2023,5,Boston College,Virginia,-3.5,-1.0,-4.5,RED,Virginia,27-24,W,False
2023,5,Kent State,Miami (OH),14.5,7.2,21.7,RED,Kent State,3-23,L,False
2023,5,California,Arizona State,-12.5,3.3,-9.2,YEL,Arizona State,24-21,W,
2023,5,UCF,Baylor,-12.5,0.4,-12.1,YEL,Baylor,35-36,W,
2023,5,Auburn,Georgia,14.0,-21.2,-7.2,YEL,Georgia,20-27,L,
2023,5,Massachusetts,Arkansas State,-1.0,-9.7,-10.7,YEL,Arkansas State,28-52,W,
2023,5,Navy,South Florida,-3.0,9.5,6.5,YEL,Navy,30-44,L,
2023,5,Georgia Tech,Bowling Green,-22.0,15.2,-6.8,YEL,Bowling Green,27-38,W,
2023,5,Vanderbilt,Missouri,13.5,-6.9,6.6,YEL,Vanderbilt,21-38,L,
2023,5,Stanford,Oregon,27.0,-15.6,11.4,YEL,Stanford,6-42,L,
2023,5,Southern Miss,Texas State,5.0,9.3,14.3,RED,Southern Miss,36-50,L,False
2023,5,Rice,East Carolina,-3.5,-13.4,-16.9,RED,East Carolina,24-17,L,False
2023,5,Oklahoma,Iowa State,-20.0,6.2,-13.8,YEL,Iowa State,50-20,L,
2023,5,Tennessee,South Carolina,-12.5,20.8,8.3,YEL,Tennessee,41-20,W,
2023,5,Iowa,Michigan State,-12.5,4.6,-7.9,YEL,Michigan State,26-16,W,
2023,5,Virginia Tech,Pittsburgh,2.5,-11.6,-9.1,YEL,Pittsburgh,38-21,L,
2023,5,Arizona,Washington,20.0,-11.0,9.0,YEL,Arizona,24-31,W,
2023,6,New Mexico State,Florida International,-6.5,13.0,6.5,YEL,New Mexico State,34-17,W,
2023,6,Louisiana Tech,Western Kentucky,6.0,-15.8,-9.8,YEL,Western Kentucky,28-35,W,
2023,6,Illinois,Nebraska,-3.5,13.0,9.5,YEL,Illinois,7-20,L,
2023,6,Mississippi State,Western Michigan,-20.5,28.2,7.7,YEL,Mississippi State,41-28,L,
2023,6,Missouri,LSU,4.0,-12.4,-8.4,YEL,LSU,39-49,W,
2023,6,Buffalo,Central Michigan,3.0,5.9,8.9,RED,Buffalo,37-13,W,True
2023,6,Clemson,Wake Forest,-21.0,12.5,-8.5,YEL,Wake Forest,17-12,W,
2023,6,Ohio,Kent State,-26.0,3.5,-22.5,YEL,Kent State,42-17,W,
2023,6,Texas A&M,Alabama,1.0,-17.6,-16.6,YEL,Alabama,20-26,W,
2023,6,Louisiana,Texas State,-2.5,13.2,10.7,YEL,Louisiana,34-30,W,
2023,6,UAB,South Florida,3.5,13.2,16.7,RED,UAB,56-35,W,True
2023,6,Rice,UConn,-9.5,3.2,-6.3,YEL,UConn,31-38,W,
2023,6,Arizona State,Colorado,4.0,17.4,21.4,RED,Arizona State,24-27,W,False
2023,6,Georgia,Kentucky,-14.5,26.6,12.1,YEL,Georgia,51-13,W,
2023,6,Minnesota,Michigan,18.0,-9.7,8.3,YEL,Minnesota,10-52,L,
2023,6,Louisville,Notre Dame,6.0,0.6,6.6,RED,Louisville,33-20,W,True
2023,6,Miami,Georgia Tech,-19.5,5.5,-14.0,YEL,Georgia Tech,20-23,W,
2023,6,Utah State,Colorado State,3.0,8.1,11.1,RED,Utah State,44-24,W,True
2023,7,Middle Tennessee,Louisiana Tech,-3.0,9.2,6.2,YEL,Middle Tennessee,31-23,W,
2023,7,Florida International,UTEP,1.5,-11.5,-10.0,YEL,UTEP,14-27,W,
2023,7,East Carolina,SMU,11.0,2.0,13.0,RED,East Carolina,10-31,L,False
2023,7,Colorado,Stanford,-11.5,-10.7,-22.2,RED,Stanford,43-46,W,True
2023,7,Eastern Michigan,Kent State,-8.5,-0.2,-8.7,RED,Kent State,28-14,L,False
2023,7,Rutgers,Michigan State,-4.5,-10.6,-15.1,RED,Michigan State,27-24,W,False
2023,7,Charlotte,Navy,3.0,-11.8,-8.8,YEL,Navy,0-14,W,
2023,7,Ball State,Toledo,17.5,-7.2,10.3,YEL,Ball State,6-13,W,
2023,7,Utah,California,-11.0,23.0,12.0,YEL,Utah,34-14,W,
2023,7,Virginia Tech,Wake Forest,-1.5,-11.3,-12.8,YEL,Wake Forest,30-13,L,
2023,7,Maryland,Illinois,-13.5,0.5,-13.0,YEL,Illinois,24-27,W,
2023,7,Western Michigan,Miami (OH),8.5,1.7,10.2,RED,Western Michigan,21-34,L,False
2023,7,Tennessee,Texas A&M,-3.0,18.0,15.0,YEL,Tennessee,20-13,W,
2023,7,South Florida,Florida Atlantic,-2.5,-3.6,-6.1,YEL,Florida Atlantic,14-56,W,
2023,7,Oklahoma State,Kansas,3.0,5.8,8.8,RED,Oklahoma State,39-32,W,True
2023,7,TCU,BYU,-5.0,16.1,11.1,YEL,TCU,44-11,W,
2023,7,Washington,Oregon,-3.0,-0.3,-3.3,RED,Oregon,36-33,P,False
2023,7,Buffalo,Bowling Green,-4.0,11.0,7.0,YEL,Buffalo,14-24,L,
2023,7,Wisconsin,Iowa,-9.5,3.2,-6.3,YEL,Iowa,6-15,W,
2023,7,Pittsburgh,Louisville,7.5,-0.3,7.2,YEL,Pittsburgh,38-21,W,
2023,7,Texas State,UL Monroe,-18.0,3.3,-14.7,YEL,UL Monroe,21-20,W,
2023,7,North Carolina,Miami,-2.5,9.2,6.7,YEL,North Carolina,41-31,W,
2023,7,Colorado State,Boise State,8.5,-18.4,-9.9,YEL,Boise State,31-30,L,
2023,8,Liberty,Middle Tennessee,-14.0,5.2,-8.8,YEL,Middle Tennessee,42-35,W,
2023,8,South Alabama,Southern Miss,-17.0,7.1,-9.9,YEL,Southern Miss,55-3,L,
2023,8,UTEP,New Mexico State,1.0,6.0,7.0,YEL,UTEP,7-28,L,
2023,8,Tulsa,Rice,-3.0,12.5,9.5,YEL,Tulsa,10-42,L,
2023,8,Temple,SMU,22.5,-11.5,11.0,YEL,Temple,0-55,L,
2023,8,Cincinnati,Baylor,-3.0,-0.1,-3.1,RED,Baylor,29-32,W,True
2023,8,Indiana,Rutgers,6.0,6.1,12.1,RED,Indiana,14-31,L,False
2023,8,Arkansas,Mississippi State,-6.5,-3.8,-10.3,RED,Mississippi State,3-7,W,True
2023,8,Ohio,Western Michigan,-16.5,9.0,-7.5,YEL,Western Michigan,20-17,W,
2023,8,Oklahoma,UCF,-17.5,5.6,-11.9,YEL,UCF,31-29,W,
2023,8,Navy,Air Force,11.5,-4.7,6.8,YEL,Navy,6-17,W,
2023,8,Georgia Southern,UL Monroe,-16.5,10.1,-6.4,YEL,UL Monroe,38-28,W,
2023,8,East Carolina,Charlotte,-6.5,22.0,15.5,YEL,East Carolina,7-10,L,
2023,8,Illinois,Wisconsin,3.0,4.2,7.2,RED,Illinois,21-25,L,False
2023,8,Northern Illinois,Eastern Michigan,-12.0,-2.0,-14.0,RED,Eastern Michigan,20-13,W,False
2023,8,Missouri,South Carolina,-7.5,0.6,-6.9,YEL,South Carolina,34-12,L,
2023,8,Iowa,Minnesota,-3.5,-1.5,-5.0,RED,Minnesota,10-12,W,True
2023,8,West Virginia,Oklahoma State,-3.0,-0.1,-3.1,RED,Oklahoma State,34-48,W,True
2023,8,Kent State,Buffalo,7.0,3.2,10.2,RED,Kent State,6-24,L,False
2023,8,Ball State,Central Michigan,5.0,0.5,5.5,RED,Ball State,24-17,W,True
2023,8,Oregon,Washington State,-20.0,13.0,-7.0,YEL,Washington State,38-24,W,
2023,8,Houston,Texas,23.5,-12.8,10.7,YEL,Houston,24-31,W,
2023,8,North Carolina,Virginia,-24.0,12.7,-11.3,YEL,Virginia,27-31,W,
2023,8,Arkansas State,Coastal Carolina,9.0,-3.0,6.0,YEL,Arkansas State,17-27,L,
2023,8,LSU,Army,-33.0,22.4,-10.6,YEL,Army,62-0,L,
2023,8,Michigan State,Michigan,24.5,-15.8,8.7,YEL,Michigan State,0-49,L,
2023,8,Miami,Clemson,3.0,-15.5,-12.5,YEL,Clemson,28-20,L,
2023,8,USC,Utah,-6.5,-3.5,-10.0,RED,Utah,32-34,W,True
2023,8,Stanford,UCLA,17.0,-10.0,7.0,YEL,Stanford,7-42,L,
2023,8,Washington,Arizona State,-27.5,16.2,-11.3,YEL,Arizona State,15-7,W,
2023,9,Western Kentucky,Liberty,4.0,11.5,15.5,RED,Western Kentucky,29-42,L,False
2023,9,Virginia Tech,Syracuse,-2.5,-8.8,-11.3,YEL,Syracuse,38-10,L,
2023,9,Charlotte,Florida Atlantic,4.0,-10.8,-6.8,YEL,Florida Atlantic,16-38,W,
2023,9,Army,Massachusetts,-10.0,24.2,14.2,YEL,Army,14-21,L,
2023,9,SMU,Tulsa,-20.5,8.9,-11.6,YEL,Tulsa,69-10,L,
2023,9,Wake Forest,Florida State,20.5,-5.4,15.1,YEL,Wake Forest,16-41,L,
2023,9,Texas A&M,South Carolina,-14.5,5.3,-9.2,YEL,South Carolina,30-17,W,
2023,9,Eastern Michigan,Western Michigan,3.0,5.3,8.3,RED,Eastern Michigan,21-45,L,False
2023,9,Florida,Georgia,14.5,-22.4,-7.9,YEL,Georgia,20-43,W,
2023,9,Miami,Virginia,-18.5,6.0,-12.5,YEL,Virginia,29-26,W,
2023,9,Utah,Oregon,6.5,7.4,13.9,RED,Utah,6-35,L,False
2023,9,UTSA,East Carolina,-18.5,4.1,-14.4,YEL,East Carolina,41-27,W,
2023,9,App State,Southern Miss,-17.0,9.0,-8.0,YEL,Southern Miss,48-38,W,
2023,9,Auburn,Mississippi State,-6.5,-4.5,-11.0,RED,Mississippi State,27-13,L,False
2023,9,Notre Dame,Pittsburgh,-20.5,7.2,-13.3,YEL,Pittsburgh,58-7,L,
2023,9,Baylor,Iowa State,2.5,5.3,7.8,YEL,Baylor,18-30,L,
2023,9,Rice,Tulane,10.5,-21.1,-10.6,YEL,Tulane,28-30,L,
2023,9,South Alabama,Louisiana,-10.5,3.2,-7.3,YEL,Louisiana,20-33,W,
2023,9,Boise State,Wyoming,-5.0,15.6,10.6,YEL,Boise State,32-7,W,
2023,9,Stanford,Washington,26.5,-12.9,13.6,YEL,Stanford,33-42,W,
2023,9,Kentucky,Tennessee,3.5,-14.4,-10.9,YEL,Tennessee,27-33,W,
2023,9,Texas State,Troy,6.0,-12.3,-6.3,YEL,Troy,13-31,W,
2023,9,UCLA,Colorado,-17.0,28.1,11.1,YEL,UCLA,28-16,L,
2023,9,Fresno State,UNLV,-7.5,17.0,9.5,YEL,Fresno State,31-24,L,
2023,9,Arizona,Oregon State,3.5,-11.7,-8.2,YEL,Oregon State,27-24,L,
2023,10,Central Michigan,Northern Illinois,3.0,5.6,8.6,RED,Central Michigan,37-31,W,True
2023,10,Toledo,Buffalo,-14.0,6.9,-7.1,YEL,Buffalo,31-13,L,
2023,10,Bowling Green,Ball State,-6.5,-0.6,-7.1,RED,Ball State,24-21,W,False
2023,10,Akron,Kent State,-4.0,-7.8,-11.8,RED,Kent State,31-27,P,False
2023,10,Texas Tech,TCU,-2.5,-3.6,-6.1,YEL,TCU,35-28,L,
2023,10,Duke,Wake Forest,-6.5,0.3,-6.2,YEL,Wake Forest,24-21,W,
2023,10,Syracuse,Boston College,-3.0,15.0,12.0,YEL,Syracuse,10-17,L,
2023,10,Clemson,Notre Dame,3.0,7.5,10.5,RED,Clemson,31-23,W,True
2023,10,Michigan State,Nebraska,3.0,8.4,11.4,RED,Michigan State,20-17,W,True
2023,10,Rutgers,Ohio State,19.0,-31.1,-12.1,YEL,Ohio State,16-35,P,
2023,10,Utah,Arizona State,-11.0,23.8,12.8,YEL,Utah,55-3,W,
2023,10,Air Force,Army,-18.5,6.3,-12.2,YEL,Army,3-23,W,
2023,10,UAB,Florida Atlantic,-1.0,7.1,6.1,YEL,UAB,45-42,W,
2023,10,Louisville,Virginia Tech,-9.5,19.4,9.9,YEL,Louisville,34-3,W,
2023,10,Cincinnati,UCF,3.5,2.0,5.5,RED,Cincinnati,26-28,W,False
2023,10,Georgia,Missouri,-15.0,29.8,14.8,YEL,Georgia,30-21,L,
2023,10,Pittsburgh,Florida State,21.5,-5.1,16.4,YEL,Pittsburgh,7-24,W,
2023,10,Northwestern,Iowa,4.5,-15.0,-10.5,YEL,Iowa,7-10,L,
2023,10,East Carolina,Tulane,17.0,-5.2,11.8,YEL,East Carolina,10-13,W,
2023,10,Southern Miss,UL Monroe,-3.0,10.1,7.1,YEL,Southern Miss,24-7,W,
2023,10,Tulsa,Charlotte,-4.5,16.2,11.7,YEL,Tulsa,26-33,L,
2023,10,Oregon,California,-24.5,18.1,-6.4,YEL,California,63-19,L,
